penginapan_id,name,property_type,latitude,longitude,distance_km_reference,hotel_recommendation_score,hotel_distance_score,hotel_rating_score,hotel_sentiment_ranking_score,hotel_price_score,hotel_data_quality_score,hotel_review_confidence_score,overall_rating,reviews,price_lowest,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_adjusted_sentiment_label,hotel_review_confidence_label
LODGE-00929,Hotel Crowne Plaza Bandung,hotel,-6.917,107.6121,0.774697541285562,85.91517404861423,0.8658462134601947,0.96,0.8559797854134361,0.5012280523461468,1.0,0.8930730810350309,4.8,22366.0,1274240.0,28,0.7119595708268721,Positif,high_review_confidence
LODGE-00934,Hotel Kumala Bandung,hotel,-6.9223,107.614,0.7757595788811534,85.8969728446881,0.865687003019016,0.8400000000000001,0.7634014889239409,0.9593331439648306,1.0,0.7945271180731653,4.2,918.0,253694.0,19,0.5268029778478818,Positif,high_review_confidence
LODGE-01411,dPalma Hotel,hotel,-6.9224,107.6205,0.566348195824017,85.83364121971324,0.8982549822792433,0.82,0.7717211038351303,0.9468569077966915,0.85,0.7665834371229969,4.1,748.0,281488.0,17,0.5434422076702605,Positif,high_review_confidence
LODGE-01054,The Papandayan,hotel,-6.9231,107.6238,0.8104993191235158,85.48605851455338,0.8605112444543277,0.9400000000000001,0.8314090072608739,0.6186525341743117,1.0,0.7945271180731653,4.7,10310.0,1012647.0,19,0.6628180145217477,Positif,high_review_confidence
LODGE-00940,Hotel Savoy Homann Bandung,hotel,-6.922,107.6104,1.0828902008128354,85.44164599162376,0.8219776841166503,0.9199999999999999,0.8264061355279051,0.8224006838812452,1.0,0.8537091765993627,4.6,10318.0,558746.0,24,0.6528122710558102,Positif,high_review_confidence
LODGE-01090,de Braga by ARTOTEL,hotel,-6.9204,107.6101,1.0444914374312986,85.24092258114241,0.8271994512287419,0.9199999999999999,0.8524271872032266,0.7277295997333999,1.0,0.8537091765993627,4.6,3850.0,769650.0,24,0.7048543744064533,Positif,high_review_confidence
LODGE-01059,Tibera Hotel,hotel,-6.9081,107.6262,1.3064345451873964,85.16533307523594,0.792841020417096,0.9199999999999999,0.849233364540989,0.9028157133243366,1.0,0.8428823807783535,4.6,1121.0,379601.0,23,0.6984667290819779,Positif,high_review_confidence
LODGE-00949,Kimaya Braga Bandung by HARRIS,hotel,-6.9207,107.6104,1.024151660943335,85.0055064877772,0.8299923842251075,0.9,0.8218976312908463,0.800717870617023,1.0,0.819805252288119,4.5,6729.0,607050.0,21,0.6437952625816925,Positif,high_review_confidence
LODGE-01195,The Naripan Hotel,hotel,-6.9197,107.6117,0.8526959808072622,84.65487482425141,0.854307146039448,0.78,0.7943702839674087,0.9433969226062182,0.95,0.8641112811083488,3.9,2260.0,289196.0,25,0.5887405679348174,Positif,high_review_confidence
LODGE-00955,Malaka Hotel,hotel,-6.9273,107.623,1.171666182597409,84.49657902879618,0.8101539927902741,0.8800000000000001,0.828196071864097,0.8790195619339145,1.0,0.8074672292006082,4.4,4127.0,432613.0,20,0.656392143728194,Positif,high_review_confidence
LODGE-01374,La Nostalgie Boutique Hotel Bandung,hotel,-6.9248,107.6262,1.128331463914044,84.19851124169543,0.8158827617993428,0.8800000000000001,0.8343951133125638,0.9160487651425974,0.85,0.819805252288119,4.4,437.0,350121.0,21,0.6687902266251277,Positif,high_review_confidence
LODGE-00990,RedDoorz Plus @ Karapitan Street,hotel,-6.9293,107.6161,1.3532456157443737,84.16581387779792,0.7869993232449866,0.9199999999999999,0.778512874223003,0.9890801287322772,1.0,0.7665834371229969,4.6,243.0,187425.0,17,0.5570257484460058,Positif,high_review_confidence
LODGE-01357,G10 Guest House,guest_house,-6.9295,107.6151,1.405496604478337,83.98313527096938,0.7805796035399194,0.9199999999999999,0.8201881508042549,0.9950552017564587,0.85,0.8537091765993627,4.6,121.0,174114.0,24,0.6403763016085098,Positif,high_review_confidence
LODGE-01067,Urbanview Hotel Nakasya Burangrang,hotel,-6.9299,107.6179,1.3851670465409973,83.96740942018566,0.7830648694944674,0.86,0.8113090256211136,1.0,1.0,0.8537091765993627,4.3,85.0,152204.0,24,0.6226180512422272,Positif,high_review_confidence
LODGE-00966,Noor Hotel,hotel,-6.907,107.6192,1.1676005244008505,83.93044148078434,0.810688043140687,0.9199999999999999,0.8342329697520805,0.6970229044914811,1.0,0.8537091765993627,4.6,2145.0,838057.0,24,0.668465939504161,Positif,high_review_confidence
LODGE-00877,Bobobox Pods Alun Alun,hotel,-6.9233,107.6047,1.7153965433456735,83.86467473391116,0.7445576694878175,0.9400000000000001,0.8265729814417259,1.0,1.0,0.8428823807783535,4.7,1243.0,159416.0,23,0.6531459628834517,Positif,high_review_confidence
LODGE-00933,Hotel Grand Tebu,hotel,-6.913,107.6293,1.232118724289787,83.85080606243163,0.802295370354935,0.9,0.843402712415461,0.7942728177674101,1.0,0.7809231275810943,4.5,5385.0,621408.0,18,0.6868054248309221,Positif,high_review_confidence
LODGE-00959,Mercure Bandung City Centre,hotel,-6.9238,107.6114,1.1014442186868463,83.78822213147272,0.8194781138351701,0.9,0.838317101820972,0.6822955233142314,1.0,0.8315947339852858,4.5,8762.0,870866.0,22,0.6766342036419439,Positif,high_review_confidence
